,Tipo_Crime,UF,ano,ocorrencias,estado_ibge,Sigla_UF,populacao,admitidos/desligados,total_desempregados,taxa_ocorrencia,taxa_desemprego
701,Lesão corporal seguida de morte,Santa Catarina,2011,48.0,42,SC,6446210,Desligado,34458,0.744623585021276,534.5466560971486
702,Lesão corporal seguida de morte,Santa Catarina,2012,70.0,42,SC,6540600,Desligado,31377,1.0702382044460752,479.72663058435006
703,Lesão corporal seguida de morte,Santa Catarina,2013,59.0,42,SC,6634250,Desligado,33689,0.8893243396013113,507.8041979123488
704,Lesão corporal seguida de morte,Santa Catarina,2014,44.0,42,SC,6727150,Desligado,28784,0.65406598633894,427.878076154092
705,Homicídio doloso,Santa Catarina,2010,719.0,42,SC,6351420,Desligado,33871,11.320303176297584,533.282321118742
706,Homicídio doloso,Santa Catarina,2011,355.0,42,SC,6446210,Desligado,34458,5.507111930886521,534.5466560971486
707,Homicídio doloso,Santa Catarina,2012,595.0,42,SC,6540600,Desligado,31377,9.09702473779164,479.72663058435006
708,Homicídio doloso,Santa Catarina,2013,665.0,42,SC,6634250,Desligado,33689,10.023740437879189,507.8041979123488
709,Homicídio doloso,Santa Catarina,2014,592.0,42,SC,6727150,Desligado,28784,8.800160543469374,427.878076154092
710,Furto de veículo,Santa Catarina,2010,8496.0,42,SC,6351420,Desligado,33871,133.76536270629245,533.282321118742
711,Furto de veículo,Santa Catarina,2011,5718.0,42,SC,6446210,Desligado,34458,88.70328456565952,534.5466560971486
712,Furto de veículo,Santa Catarina,2012,11104.0,42,SC,6540600,Desligado,31377,169.7703574595603,479.72663058435006
713,Furto de veículo,Santa Catarina,2013,13035.0,42,SC,6634250,Desligado,33689,196.4803858763236,507.8041979123488
714,Furto de veículo,Santa Catarina,2014,13165.0,42,SC,6727150,Desligado,28784,195.69951613982147,427.878076154092
715,Estupro,Santa Catarina,2010,1405.0,42,SC,6351420,Desligado,33871,22.121037500275527,533.282321118742
716,Estupro,Santa Catarina,2011,1078.0,42,SC,6446210,Desligado,34458,16.723004680269494,534.5466560971486
717,Estupro,Santa Catarina,2012,2507.0,42,SC,6540600,Desligado,31377,38.32981683637587,479.72663058435006
718,Estupro,Santa Catarina,2013,2956.0,42,SC,6634250,Desligado,33689,44.556656743414855,507.8041979123488
719,Estupro,Santa Catarina,2014,2675.0,42,SC,6727150,Desligado,28784,39.76423894219692,427.878076154092
720,Roubo seguido de morte (latrocínio),Sergipe,2010,20.0,28,SE,2120050,Desligado,7677,0.9433739770288436,362.11410108252164
721,Roubo seguido de morte (latrocínio),Sergipe,2011,24.0,28,SE,2145940,Desligado,6527,1.1183910081362947,304.1557545877331
722,Roubo seguido de morte (latrocínio),Sergipe,2012,36.0,28,SE,2171140,Desligado,6035,1.658115091610859,277.9645716075426
723,Roubo seguido de morte (latrocínio),Sergipe,2013,40.0,28,SE,2195660,Desligado,6887,1.8217756847599356,313.6642285235419
724,Roubo seguido de morte (latrocínio),Sergipe,2014,46.0,28,SE,2219570,Desligado,5146,2.0724734971188115,231.84670904724788
725,Roubo de veículo,Sergipe,2010,549.0,28,SE,2120050,Desligado,7677,25.89561566944176,362.11410108252164
726,Roubo de veículo,Sergipe,2011,845.0,28,SE,2145940,Desligado,6527,39.37668341146537,304.1557545877331
727,Roubo de veículo,Sergipe,2012,1201.0,28,SE,2171140,Desligado,6035,55.31656180624004,277.9645716075426
728,Roubo de veículo,Sergipe,2013,1570.0,28,SE,2195660,Desligado,6887,71.50469562682747,313.6642285235419
729,Roubo de veículo,Sergipe,2014,1778.0,28,SE,2219570,Desligado,5146,80.10560604080972,231.84670904724788
730,Lesão corporal seguida de morte,Sergipe,2010,8.0,28,SE,2120050,Desligado,7677,0.37734959081153746,362.11410108252164
731,Lesão corporal seguida de morte,Sergipe,2011,13.0,28,SE,2145940,Desligado,6527,0.6057951294071595,304.1557545877331
732,Lesão corporal seguida de morte,Sergipe,2012,6.0,28,SE,2171140,Desligado,6035,0.2763525152684765,277.9645716075426
733,Lesão corporal seguida de morte,Sergipe,2013,9.0,28,SE,2195660,Desligado,6887,0.4098995290709855,313.6642285235419
734,Lesão corporal seguida de morte,Sergipe,2014,9.0,28,SE,2219570,Desligado,5146,0.405483945088463,231.84670904724788
735,Homicídio doloso,Sergipe,2010,629.0,28,SE,2120050,Desligado,7677,29.669111577557132,362.11410108252164
736,Homicídio doloso,Sergipe,2011,671.0,28,SE,2145940,Desligado,6527,31.268348602477236,304.1557545877331
737,Homicídio doloso,Sergipe,2012,803.0,28,SE,2171140,Desligado,6035,36.9851782934311,277.9645716075426
738,Homicídio doloso,Sergipe,2013,880.0,28,SE,2195660,Desligado,6887,40.07906506471858,313.6642285235419
739,Homicídio doloso,Sergipe,2014,999.0,28,SE,2219570,Desligado,5146,45.008717904819406,231.84670904724788
740,Furto de veículo,Sergipe,2010,692.0,28,SE,2120050,Desligado,7677,32.64073960519799,362.11410108252164
741,Furto de veículo,Sergipe,2011,614.0,28,SE,2145940,Desligado,6527,28.612169958153537,304.1557545877331
742,Furto de veículo,Sergipe,2012,735.0,28,SE,2171140,Desligado,6035,33.853183120388366,277.9645716075426
743,Furto de veículo,Sergipe,2013,701.0,28,SE,2195660,Desligado,6887,31.92661887541787,313.6642285235419
744,Furto de veículo,Sergipe,2014,637.0,28,SE,2219570,Desligado,5146,28.699252557927885,231.84670904724788
745,Estupro,Sergipe,2010,279.0,28,SE,2120050,Desligado,7677,13.160066979552369,362.11410108252164
746,Estupro,Sergipe,2011,321.0,28,SE,2145940,Desligado,6527,14.95847973382294,304.1557545877331
747,Estupro,Sergipe,2012,465.0,28,SE,2171140,Desligado,6035,21.417319933306928,277.9645716075426
748,Estupro,Sergipe,2013,469.0,28,SE,2195660,Desligado,6887,21.360319903810243,313.6642285235419
749,Estupro,Sergipe,2014,432.0,28,SE,2219570,Desligado,5146,19.463229364246228,231.84670904724788
750,Roubo seguido de morte (latrocínio),São Paulo,2010,75.0,35,SP,42486700,Desligado,251428,0.1765258304363483,591.7804865993359
751,Roubo seguido de morte (latrocínio),São Paulo,2011,316.0,35,SP,42888200,Desligado,235055,0.7367993993685908,548.0645025904561
752,Roubo seguido de morte (latrocínio),São Paulo,2012,344.0,35,SP,43281400,Desligado,256633,0.7947986895063469,592.940616523495
753,Roubo seguido de morte (latrocínio),São Paulo,2013,380.0,35,SP,43663700,Desligado,295159,0.8702881340793381,675.9825667545352
754,Roubo seguido de morte (latrocínio),São Paulo,2014,372.0,35,SP,44035300,Desligado,217733,0.8447768040640122,494.45104268620855
755,Roubo de veículo,São Paulo,2010,11176.577000000001,35,SP,42486700,Desligado,251428,26.306060484810544,591.7804865993359
756,Roubo de veículo,São Paulo,2011,38701.530000000006,35,SP,42888200,Desligado,235055,90.23817740077692,548.0645025904561
757,Roubo de veículo,São Paulo,2012,43250.02100000001,35,SP,43281400,Desligado,256633,99.92750003465693,592.940616523495
758,Roubo de veículo,São Paulo,2013,48060.715,35,SP,43663700,Desligado,295159,110.07018415754963,675.9825667545352
759,Roubo de veículo,São Paulo,2014,49126.37400000001,35,SP,44035300,Desligado,217733,111.56134737358441,494.45104268620855
760,Lesão corporal seguida de morte,São Paulo,2010,,35,SP,42486700,Desligado,251428,,591.7804865993359
761,Lesão corporal seguida de morte,São Paulo,2011,,35,SP,42888200,Desligado,235055,,548.0645025904561
762,Lesão corporal seguida de morte,São Paulo,2012,,35,SP,43281400,Desligado,256633,,592.940616523495
763,Lesão corporal seguida de morte,São Paulo,2013,,35,SP,43663700,Desligado,295159,,675.9825667545352
764,Lesão corporal seguida de morte,São Paulo,2014,,35,SP,44035300,Desligado,217733,,494.45104268620855
765,Homicídio doloso,São Paulo,2010,1521.0,35,SP,42486700,Desligado,251428,3.5799438412491438,591.7804865993359
766,Homicídio doloso,São Paulo,2011,4193.0,35,SP,42888200,Desligado,235055,9.776581903647157,548.0645025904561
767,Homicídio doloso,São Paulo,2012,4836.0,35,SP,43281400,Desligado,256633,11.173390879222945,592.940616523495
768,Homicídio doloso,São Paulo,2013,4444.0,35,SP,43663700,Desligado,295159,10.177790704864682,675.9825667545352
769,Homicídio doloso,São Paulo,2014,4294.0,35,SP,44035300,Desligado,217733,9.751267732932444,494.45104268620855
770,Furto de veículo,São Paulo,2010,19224.828,35,SP,42486700,Desligado,251428,45.24904970261282,591.7804865993359
771,Furto de veículo,São Paulo,2011,59209.958,35,SP,42888200,Desligado,235055,138.05652370582118,548.0645025904561
772,Furto de veículo,São Paulo,2012,61281.22299999999,35,SP,43281400,Desligado,256633,141.58789456902963,592.940616523495
773,Furto de veículo,São Paulo,2013,68353.479,35,SP,43663700,Desligado,295159,156.5453202545822,675.9825667545352
774,Furto de veículo,São Paulo,2014,72845.79699999999,35,SP,44035300,Desligado,217733,165.42591284719302,494.45104268620855
775,Estupro,São Paulo,2010,3258.0,35,SP,42486700,Desligado,251428,7.668282074154971,591.7804865993359
776,Estupro,São Paulo,2011,10399.0,35,SP,42888200,Desligado,235055,24.24676251276575,548.0645025904561
777,Estupro,São Paulo,2012,12888.0,35,SP,43281400,Desligado,256633,29.777225320807553,592.940616523495
778,Estupro,São Paulo,2013,12054.0,35,SP,43663700,Desligado,295159,27.606455705769324,675.9825667545352
779,Estupro,São Paulo,2014,10029.0,35,SP,44035300,Desligado,217733,22.7749101289193,494.45104268620855
780,Roubo seguido de morte (latrocínio),Tocantins,2010,5.0,17,TO,1419100,Desligado,9172,0.35233598759777324,646.3251356493553
781,Roubo seguido de morte (latrocínio),Tocantins,2011,16.0,17,TO,1439280,Desligado,8744,1.1116669445834029,607.5259852148297
782,Roubo seguido de morte (latrocínio),Tocantins,2012,8.0,17,TO,1458960,Desligado,8209,0.5483358008444371,562.6610736414981
783,Roubo seguido de morte (latrocínio),Tocantins,2013,20.0,17,TO,1478160,Desligado,9859,1.3530335011094876,666.9778643719219
784,Roubo seguido de morte (latrocínio),Tocantins,2014,14.0,17,TO,1496880,Desligado,7720,0.9352787130564908,515.7394046282935
785,Roubo de veículo,Tocantins,2010,144.0,17,TO,1419100,Desligado,9172,10.147276442815869,646.3251356493553
786,Roubo de veículo,Tocantins,2011,118.0,17,TO,1439280,Desligado,8744,8.198543716302597,607.5259852148297
787,Roubo de veículo,Tocantins,2012,144.0,17,TO,1458960,Desligado,8209,9.870044415199867,562.6610736414981
788,Roubo de veículo,Tocantins,2013,294.0,17,TO,1478160,Desligado,9859,19.889592466309466,666.9778643719219
789,Roubo de veículo,Tocantins,2014,474.0,17,TO,1496880,Desligado,7720,31.665864999198334,515.7394046282935
790,Lesão corporal seguida de morte,Tocantins,2010,3.0,17,TO,1419100,Desligado,9172,0.21140159255866395,646.3251356493553
791,Lesão corporal seguida de morte,Tocantins,2011,5.0,17,TO,1439280,Desligado,8744,0.34739592018231336,607.5259852148297
792,Lesão corporal seguida de morte,Tocantins,2012,4.0,17,TO,1458960,Desligado,8209,0.27416790042221856,562.6610736414981
793,Lesão corporal seguida de morte,Tocantins,2013,8.0,17,TO,1478160,Desligado,9859,0.5412134004437951,666.9778643719219
794,Lesão corporal seguida de morte,Tocantins,2014,9.0,17,TO,1496880,Desligado,7720,0.6012506012506013,515.7394046282935
795,Homicídio doloso,Tocantins,2010,255.0,17,TO,1419100,Desligado,9172,17.969135367486434,646.3251356493553
796,Homicídio doloso,Tocantins,2011,256.0,17,TO,1439280,Desligado,8744,17.786671113334446,607.5259852148297
797,Homicídio doloso,Tocantins,2012,296.0,17,TO,1458960,Desligado,8209,20.288424631244173,562.6610736414981
798,Homicídio doloso,Tocantins,2013,287.0,17,TO,1478160,Desligado,9859,19.416030740921144,666.9778643719219
799,Homicídio doloso,Tocantins,2014,313.0,17,TO,1496880,Desligado,7720,20.91015979904869,515.7394046282935
800,Furto de veículo,Tocantins,2010,744.0,17,TO,1419100,Desligado,9172,52.42759495454865,646.3251356493553
801,Furto de veículo,Tocantins,2011,890.0,17,TO,1439280,Desligado,8744,61.836473792451784,607.5259852148297
802,Furto de veículo,Tocantins,2012,1068.0,17,TO,1458960,Desligado,8209,73.20282941273236,562.6610736414981
803,Furto de veículo,Tocantins,2013,1304.0,17,TO,1478160,Desligado,9859,88.21778427233858,666.9778643719219
804,Furto de veículo,Tocantins,2014,1421.0,17,TO,1496880,Desligado,7720,94.93078937523383,515.7394046282935
805,Estupro,Tocantins,2010,314.0,17,TO,1419100,Desligado,9172,22.12670002114016,646.3251356493553
806,Estupro,Tocantins,2011,363.0,17,TO,1439280,Desligado,8744,25.22094380523595,607.5259852148297
807,Estupro,Tocantins,2012,396.0,17,TO,1458960,Desligado,8209,27.142622141799638,562.6610736414981
808,Estupro,Tocantins,2013,452.0,17,TO,1478160,Desligado,9859,30.57855712507442,666.9778643719219
809,Estupro,Tocantins,2014,425.0,17,TO,1496880,Desligado,7720,28.392389503500613,515.7394046282935
